Date,Price,Open,High,Low,Vol.,Change %
10-04-2019,15.29,15.23,15.28,15.205,106.24K,0.20%
09-04-2019,15.259,15.28,15.3,15.235,63.27K,-0.03%
08-04-2019,15.263,15.13,15.27,15.13,61.10K,0.85%
04-04-2019,15.135,15.045,15.2,14.965,66.86K,-0.12%
03-04-2019,15.153,15.19,15.19,15.085,74.19K,0.28%
02-04-2019,15.111,15.1,15.135,15.035,59.92K,-0.24%
01-04-2019,15.148,15.175,15.2,15.115,69.93K,0.86%
28-03-2019,15.019,15.37,15.41,15.045,72.20K,-1.82%
27-03-2019,15.298,15.425,15.475,15.255,86.59K,-0.85%
26-03-2019,15.429,15.545,15.56,15.39,58.95K,-0.89%
25-03-2019,15.567,15.405,15.59,15.385,53.10K,0.84%
21-03-2019,15.437,15.485,15.65,15.38,53.66K,0.78%
20-03-2019,15.318,15.36,15.565,15.265,72.41K,-0.35%
19-03-2019,15.372,15.345,15.45,15.32,65.90K,0.33%
18-03-2019,15.322,15.315,15.425,15.22,39.61K,1.00%
14-03-2019,15.171,15.455,15.47,15.135,58.86K,-1.84%
13-03-2019,15.456,15.44,15.55,15.435,69.84K,0.28%
12-03-2019,15.413,15.33,15.49,15.31,46.36K,0.91%
11-03-2019,15.274,15.32,15.365,15.225,53.98K,1.56%
07-03-2019,15.04,15.1,15.13,14.985,73.17K,-0.30%
06-03-2019,15.085,15.15,15.175,15.055,61.27K,-0.13%
05-03-2019,15.105,15.115,15.175,15.06,56.77K,0.00%
04-03-2019,15.105,15.225,15.295,15.075,67.84K,-3.38%
28-02-2019,15.634,15.77,15.86,15.605,102.86K,-0.84%
27-02-2019,15.766,15.98,16.01,15.735,65.41K,-0.71%
26-02-2019,15.879,15.88,15.93,15.78,69.16K,0.03%
25-02-2019,15.875,15.91,16,15.875,60.81K,0.17%
21-02-2019,15.848,16.095,16.095,15.805,68.14K,-2.32%
20-02-2019,16.225,16.055,16.22,16.03,101.00K,1.32%
19-02-2019,16.013,15.82,16.02,15.79,114.10K,2.81%
14-02-2019,15.575,15.6,15.64,15.51,71.50K,-0.79%
13-02-2019,15.699,15.695,15.82,15.565,80.46K,-0.26%
12-02-2019,15.74,15.845,15.845,15.845,77.48K,0.00%
11-02-2019,15.74,15.86,15.875,15.75,60.67K,-0.13%
07-02-2019,15.76,15.715,15.765,15.685,55.47K,0.07%
06-02-2019,15.749,15.85,15.85,15.79,58.37K,-0.84%
05-02-2019,15.883,15.88,15.91,15.88,53.18K,-0.28%
04-02-2019,15.928,15.83,15.83,15.83,44.22K,-1.19%
31-01-2019,16.12,16.08,16.08,16.08,69.77K,0.91%
30-01-2019,15.974,15.94,16.21,15.925,80.26K,0.85%
29-01-2019,15.839,15.755,15.925,15.725,80.54K,0.47%
28-01-2019,15.765,15.755,15.83,15.61,60.00K,3.04%
24-01-2019,15.3,15.37,15.405,15.245,80.95K,-0.52%
23-01-2019,15.38,15.345,15.445,15.275,47.64K,0.36%
22-01-2019,15.325,15.375,15.385,15.195,56.86K,-1.36%
17-01-2019,15.536,15.625,15.645,15.48,55.59K,-0.65%
16-01-2019,15.638,15.62,15.685,15.52,54.25K,0.12%
15-01-2019,15.62,15.69,15.735,15.575,49.14K,-0.42%
14-01-2019,15.686,15.64,15.7,15.585,61.68K,0.27%
10-01-2019,15.643,15.8,15.83,15.585,65.33K,-0.58%
09-01-2019,15.735,15.715,15.825,15.63,63.41K,0.14%
08-01-2019,15.713,15.725,15.745,15.56,78.69K,-0.27%
07-01-2019,15.756,15.8,15.88,15.68,64.41K,-0.26%
03-01-2019,15.797,15.63,15.815,15.55,99.94K,0.95%
02-01-2019,15.649,15.55,15.68,15.385,90.48K,2.55%
27-12-2018,15.26,15.07,15.26,15.02,60.78K,1.20%
26-12-2018,15.079,14.76,15.195,14.76,78.86K,1.79%
20-12-2018,14.814,14.595,14.85,14.595,52.33K,0.29%
19-12-2018,14.771,14.82,14.82,14.61,76.60K,0.78%
18-12-2018,14.656,14.69,14.715,14.65,70.30K,-0.39%
17-12-2018,14.714,14.595,14.7,14.595,45.55K,-0.61%
13-12-2018,14.805,14.76,14.79,14.76,66.41K,0.01%
12-12-2018,14.804,14.625,14.82,14.625,50.19K,1.55%
11-12-2018,14.578,14.7,14.76,14.58,65.80K,0.16%
10-12-2018,14.555,14.58,14.595,14.565,75.44K,0.64%
06-12-2018,14.462,14.41,14.495,14.39,65.07K,-0.52%
05-12-2018,14.537,14.455,14.525,14.455,64.48K,-0.40%
04-12-2018,14.595,14.56,14.575,14.545,32.86K,0.98%
03-12-2018,14.453,14.4,14.565,14.4,76.61K,0.68%
29-11-2018,14.356,14.42,14.47,14.34,78.67K,-0.11%
28-11-2018,14.372,14.155,14.4,14.125,78.09K,1.67%
27-11-2018,14.136,14.27,14.31,14.11,84.40K,-0.85%
26-11-2018,14.257,14.345,14.445,14.245,84.45K,-1.96%
21-11-2018,14.542,14.34,14.575,14.315,101.36K,1.61%
20-11-2018,14.311,14.43,14.5,14.28,77.88K,-0.92%
19-11-2018,14.444,14.425,14.455,14.38,102.45K,0.98%
15-11-2018,14.304,14.145,14.345,14.13,79.03K,1.27%
14-11-2018,14.124,14.04,14.185,13.925,79.83K,0.72%
13-11-2018,14.023,14.035,14.115,13.98,93.28K,-0.22%
12-11-2018,14.054,14.175,14.22,14.01,90.15K,-2.85%
08-11-2018,14.467,14.48,14.57,14.415,116.98K,-0.99%
07-11-2018,14.612,14.6,14.715,14.6,91.31K,0.47%
06-11-2018,14.543,14.705,14.715,14.54,83.28K,-1.01%
05-11-2018,14.691,14.8,14.8,14.65,69.78K,-0.88%
01-11-2018,14.821,14.305,14.85,14.3,106.74K,3.47%
31-10-2018,14.324,14.43,14.43,14.3,121.88K,-1.24%
30-10-2018,14.504,14.535,14.535,14.475,79.22K,0.43%
29-10-2018,14.442,14.72,14.78,14.405,76.30K,-1.29%
25-10-2018,14.63,14.72,14.8,14.61,84.75K,-0.31%
24-10-2018,14.676,14.775,14.83,14.66,70.47K,-0.79%
23-10-2018,14.793,14.585,14.84,14.54,64.15K,1.41%
22-10-2018,14.587,14.65,14.715,14.54,86.18K,-0.12%
18-10-2018,14.604,14.625,14.68,14.47,57.03K,-0.40%
17-10-2018,14.663,14.675,14.76,14.615,76.14K,-0.26%
16-10-2018,14.701,14.725,14.88,14.64,59.83K,-0.18%
15-10-2018,14.727,14.625,14.805,14.615,67.28K,0.83%
11-10-2018,14.606,14.335,14.65,14.275,70.70K,1.95%
10-10-2018,14.326,14.42,14.455,14.255,97.85K,-0.51%
09-10-2018,14.4,14.42,14.47,14.285,61.50K,0.50%
08-10-2018,14.329,14.665,14.7,14.285,65.02K,-1.79%
04-10-2018,14.59,14.665,14.805,14.56,61.93K,-0.55%
03-10-2018,14.67,14.73,14.855,14.65,77.16K,-0.16%
02-10-2018,14.693,14.535,14.95,14.47,66.41K,1.28%
01-10-2018,14.507,14.725,14.725,14.395,106.11K,1.52%
27-09-2018,14.29,14.375,14.48,14.195,117.07K,-0.45%
26-09-2018,14.354,14.46,14.475,14.3,87.46K,-0.63%
25-09-2018,14.445,14.255,14.5,14.22,88.58K,1.04%
24-09-2018,14.296,14.265,14.34,14.18,97.95K,0.24%
20-09-2018,14.262,14.33,14.335,14.2,103.37K,0.15%
19-09-2018,14.24,14.225,14.29,14.185,87.10K,0.67%
18-09-2018,14.145,14.13,14.19,14.105,79.41K,-0.27%
17-09-2018,14.183,14.035,14.215,14.035,69.08K,-0.11%
13-09-2018,14.199,14.22,14.305,14.18,66.73K,-0.33%
12-09-2018,14.246,14.145,14.245,14.065,82.53K,0.95%
11-09-2018,14.112,14.18,14.18,14.11,83.95K,-0.18%
10-09-2018,14.138,14.19,14.19,14.145,81.31K,-0.02%
06-09-2018,14.141,14.22,14.34,14.13,81.29K,-0.28%
05-09-2018,14.18,14.15,14.15,14.15,72.88K,0.25%
04-09-2018,14.145,14.48,14.48,14.08,67.29K,-2.79%
30-08-2018,14.551,14.78,14.825,14.545,62.90K,-1.24%
29-08-2018,14.733,14.73,14.765,14.635,81.13K,-0.59%
28-08-2018,14.82,14.895,14.99,14.655,68.75K,-0.54%
27-08-2018,14.901,14.835,14.91,14.755,95.48K,2.22%
23-08-2018,14.577,14.705,14.705,14.5,97.52K,-1.41%
22-08-2018,14.785,14.805,14.87,14.735,92.20K,-0.09%
21-08-2018,14.799,14.81,14.855,14.79,97.02K,0.65%
20-08-2018,14.703,14.785,14.82,14.68,69.40K,-0.28%
16-08-2018,14.745,14.465,14.84,14.38,75.07K,1.77%
15-08-2018,14.488,15.085,15.085,14.395,111.78K,-3.96%
14-08-2018,15.086,15.09,15.09,15.065,142.15K,0.47%
13-08-2018,15.016,15.28,15.29,15.02,66.78K,-3.09%
09-08-2018,15.495,15.54,15.54,15.5,83.08K,0.20%
08-08-2018,15.464,15.415,15.44,15.345,63.86K,0.38%
07-08-2018,15.405,15.405,15.405,15.405,59.94K,0.16%
06-08-2018,15.381,15.48,15.48,15.34,61.17K,-0.24%
02-08-2018,15.418,15.395,15.395,15.395,73.62K,-0.45%
01-08-2018,15.488,15.585,15.585,15.48,62.23K,-0.70%
31-07-2018,15.597,15.63,15.63,15.63,58.31K,-0.45%
30-07-2018,15.667,15.59,15.655,15.52,75.39K,1.11%
26-07-2018,15.495,15.62,15.7,15.39,59.41K,-0.60%
25-07-2018,15.589,15.48,15.655,15.47,56.67K,0.44%
24-07-2018,15.52,15.395,15.63,15.34,60.42K,0.62%
23-07-2018,15.425,15.54,15.58,15.35,70.89K,0.15%
19-07-2018,15.402,15.565,15.59,15.185,81.07K,-1.10%
18-07-2018,15.574,15.585,15.625,15.41,103.53K,-0.28%
17-07-2018,15.617,15.8,15.885,15.56,71.77K,-1.23%
16-07-2018,15.812,15.805,15.9,15.765,80.89K,-1.03%
12-07-2018,15.977,15.825,16.025,15.78,78.40K,1.01%
11-07-2018,15.817,16.105,16.11,15.805,64.14K,-1.68%
10-07-2018,16.087,16.15,16.2,15.92,86.97K,-0.32%
09-07-2018,16.139,16.065,16.26,16.055,68.89K,0.26%
05-07-2018,16.097,16.06,16.195,15.97,58.13K,0.34%
03-07-2018,16.043,15.88,16.085,15.815,89.47K,1.31%
02-07-2018,15.835,16.145,16.18,15.8,72.28K,-1.28%
28-06-2018,16.041,16.125,16.185,15.965,70.39K,-0.96%
27-06-2018,16.196,16.32,16.325,16,109.59K,-0.60%
26-06-2018,16.293,16.36,16.39,16.185,96.14K,-0.47%
25-06-2018,16.37,16.525,16.525,16.34,84.54K,0.04%
21-06-2018,16.364,16.33,16.365,16.23,73.07K,0.10%
20-06-2018,16.348,16.38,16.39,16.32,84.59K,-0.10%
19-06-2018,16.364,16.565,16.58,16.29,72.54K,-0.71%
18-06-2018,16.481,16.58,16.68,16.485,117.42K,-4.73%
14-06-2018,17.299,17.025,17.36,17.025,173.55K,1.60%
13-06-2018,17.027,16.89,17.145,16.87,143.01K,0.59%
12-06-2018,16.927,16.94,17,16.86,109.68K,-0.38%
11-06-2018,16.991,16.92,17,16.83,80.92K,0.82%
07-06-2018,16.852,16.72,16.96,16.72,73.29K,0.73%
06-06-2018,16.73,16.76,16.8,16.75,123.78K,0.87%
05-06-2018,16.586,16.555,16.555,16.555,116.38K,0.67%
04-06-2018,16.476,16.505,16.565,16.505,77.13K,-0.16%
31-05-2018,16.503,16.57,16.6,16.57,72.77K,-0.51%
30-05-2018,16.587,16.485,16.66,16.415,74.06K,1.31%
29-05-2018,16.373,16.53,16.53,16.31,65.13K,-1.88%
24-05-2018,16.687,16.475,16.715,16.42,72.71K,1.72%
23-05-2018,16.405,16.555,16.6,16.33,91.02K,-1.03%
22-05-2018,16.575,16.53,16.7,16.465,89.46K,0.33%
21-05-2018,16.52,16.43,16.535,16.28,73.53K,0.24%
17-05-2018,16.481,16.385,16.505,16.335,44.05K,0.67%
16-05-2018,16.371,16.285,16.435,16.19,65.79K,0.63%
15-05-2018,16.269,16.54,16.565,16.205,63.08K,-2.26%
14-05-2018,16.645,16.7,16.76,16.515,94.15K,-0.68%
10-05-2018,16.759,16.52,16.79,16.5,58.62K,1.33%
09-05-2018,16.539,16.51,16.655,16.375,86.18K,0.41%
08-05-2018,16.472,16.505,16.55,16.335,73.20K,-0.14%
07-05-2018,16.495,16.55,16.6,16.43,76.50K,0.29%
03-05-2018,16.447,16.405,16.62,16.385,47.81K,0.44%
02-05-2018,16.375,16.19,16.565,16.175,68.26K,1.54%
01-05-2018,16.127,16.345,16.37,16.07,100.22K,-1.67%
30-04-2018,16.401,16.555,16.58,16.225,83.17K,-0.80%
26-04-2018,16.533,16.575,16.62,16.425,65.08K,-0.04%
25-04-2018,16.539,16.72,16.745,16.52,69.51K,-1.22%
24-04-2018,16.744,16.655,16.755,16.58,81.37K,0.72%
23-04-2018,16.624,17.135,17.135,16.64,119.14K,-3.74%
19-04-2018,17.269,17.235,17.385,17.13,95.70K,-0.10%
18-04-2018,17.286,16.81,17.3,16.81,141.09K,2.79%
17-04-2018,16.817,16.705,16.825,16.63,176.55K,0.65%
16-04-2018,16.708,16.66,16.8,16.64,89.71K,1.19%
12-04-2018,16.511,16.72,16.72,16.48,65.17K,-1.76%
11-04-2018,16.806,16.625,16.915,16.61,106.20K,1.06%
10-04-2018,16.63,16.5,16.64,16.5,141.79K,0.38%
09-04-2018,16.567,16.435,16.525,16.36,93.60K,1.08%
05-04-2018,16.39,16.34,16.375,16.27,84.72K,0.65%
04-04-2018,16.284,16.45,16.49,16.26,76.78K,-0.92%
03-04-2018,16.436,16.575,16.575,16.45,100.82K,-1.68%
02-04-2018,16.716,16.7,16.7,16.66,87.05K,2.57%
28-03-2018,16.297,16.615,16.64,16.315,76.95K,-1.48%
27-03-2018,16.541,16.69,16.81,16.465,95.08K,-0.86%
26-03-2018,16.684,16.56,16.795,16.525,98.53K,1.81%
22-03-2018,16.387,16.565,16.61,16.33,98.38K,-0.19%
21-03-2018,16.419,16.165,16.665,16.155,81.21K,1.45%
20-03-2018,16.185,16.31,16.34,16.1,111.65K,-0.86%
19-03-2018,16.325,16.305,16.345,16.2,69.86K,-0.59%
15-03-2018,16.422,16.53,16.58,16.37,73.37K,-0.70%
14-03-2018,16.537,16.595,16.67,16.515,71.44K,-0.54%
13-03-2018,16.627,16.535,16.69,16.465,59.93K,0.55%
12-03-2018,16.536,16.605,16.635,16.43,70.99K,0.22%
08-03-2018,16.5,16.505,16.575,16.43,91.56K,0.04%
07-03-2018,16.494,16.81,16.89,16.435,67.64K,-1.73%
06-03-2018,16.784,16.42,16.895,16.41,93.85K,2.27%
05-03-2018,16.412,16.53,16.62,16.37,99.50K,0.84%
01-03-2018,16.276,16.43,16.565,16.16,73.63K,-0.80%
28-02-2018,16.407,16.44,16.52,16.36,100.44K,-0.16%
27-02-2018,16.434,16.665,16.72,16.34,58.94K,-0.93%
26-02-2018,16.588,16.51,16.745,16.48,102.32K,-0.16%
22-02-2018,16.614,16.47,16.66,16.4,55.04K,-0.20%
21-02-2018,16.647,16.45,16.75,16.4,78.53K,1.03%
20-02-2018,16.478,16.675,16.685,16.435,91.97K,-2.16%
15-02-2018,16.842,16.92,16.965,16.665,79.07K,-0.48%
14-02-2018,16.923,16.57,16.91,16.43,81.01K,2.11%
13-02-2018,16.573,16.565,16.68,16.53,105.02K,-0.25%
12-02-2018,16.615,16.355,16.605,16.355,72.46K,1.38%
08-02-2018,16.389,16.325,16.45,16.29,90.66K,0.63%
07-02-2018,16.286,16.68,16.68,16.315,99.84K,-2.06%
06-02-2018,16.628,16.765,16.965,16.63,118.22K,-0.54%
05-02-2018,16.718,16.605,16.905,16.605,100.24K,-2.80%
01-02-2018,17.199,17.365,17.365,17.17,135.34K,-0.49%
31-01-2018,17.284,17.2,17.46,17.155,87.76K,1.07%
30-01-2018,17.101,17.235,17.395,17.135,102.77K,-0.15%
29-01-2018,17.127,17.42,17.47,17.085,82.04K,-2.77%
25-01-2018,17.615,17.555,17.705,17.125,81.60K,0.72%
24-01-2018,17.489,17.04,17.625,16.985,132.61K,3.41%
23-01-2018,16.913,16.99,17.09,16.735,122.20K,-0.45%
22-01-2018,16.989,17.045,17.105,16.945,89.80K,0.21%
18-01-2018,16.954,16.99,17.14,16.915,59.28K,-1.23%
17-01-2018,17.166,17.21,17.31,16.98,91.13K,-0.13%
16-01-2018,17.189,17.235,17.45,16.8,101.59K,1.31%
11-01-2018,16.966,17,17.065,16.88,117.34K,-0.41%
10-01-2018,17.035,16.985,17.22,16.93,111.34K,0.15%
09-01-2018,17.01,17.16,17.17,16.945,112.06K,-0.78%
08-01-2018,17.144,17.27,17.3,17.065,93.76K,-0.72%
04-01-2018,17.269,17.155,17.32,17.025,85.39K,0.01%
03-01-2018,17.267,17.225,17.285,17.065,96.73K,0.35%
02-01-2018,17.206,17.035,17.25,16.985,91.81K,1.67%
28-12-2017,16.923,16.745,16.93,16.71,74.52K,1.21%
27-12-2017,16.72,16.62,16.74,16.62,63.44K,0.89%
26-12-2017,16.573,16.36,16.62,16.36,58.14K,2.27%
21-12-2017,16.205,16.21,16.21,16.15,52.82K,-0.19%
20-12-2017,16.236,16.17,16.23,16.17,46.18K,0.73%
19-12-2017,16.118,16.15,16.18,16.145,57.40K,-0.31%
18-12-2017,16.168,16.13,16.17,16.13,55.05K,1.67%
14-12-2017,15.903,16.035,16.055,15.82,59.07K,0.44%
13-12-2017,15.834,15.715,16.08,15.715,72.92K,1.31%
12-12-2017,15.63,15.635,15.715,15.635,84.81K,-0.75%
11-12-2017,15.748,15.82,15.84,15.69,64.63K,-0.03%
07-12-2017,15.753,15.965,15.965,15.63,75.62K,-1.04%
06-12-2017,15.918,16.09,16.095,15.94,76.25K,-0.71%
05-12-2017,16.032,16.345,16.345,16.055,71.28K,-1.87%
04-12-2017,16.338,16.37,16.455,16.265,85.98K,-0.65%
30-11-2017,16.445,16.595,16.595,16.255,99.98K,-0.49%
29-11-2017,16.526,16.92,16.965,16.555,93.59K,-1.95%
28-11-2017,16.854,17.06,17.11,16.775,112.60K,-1.15%
27-11-2017,17.05,17.04,17.18,17.01,96.96K,-0.55%
22-11-2017,17.145,17,17.17,16.975,88.82K,0.89%
21-11-2017,16.994,16.935,17.06,16.93,84.42K,0.71%
20-11-2017,16.874,17.32,17.325,16.875,81.66K,-1.34%
16-11-2017,17.104,17.025,17.13,16.995,101.84K,0.59%
15-11-2017,17.003,17.085,17.22,16.99,74.47K,-0.60%
14-11-2017,17.105,16.945,17.105,16.945,103.79K,0.15%
13-11-2017,17.079,16.94,17.1,16.895,74.76K,0.42%
09-11-2017,17.007,17.09,17.165,16.98,92.24K,-0.96%
08-11-2017,17.171,17.01,17.26,17.01,101.13K,1.17%
07-11-2017,16.973,17.23,17.23,16.985,91.20K,-1.71%
06-11-2017,17.268,16.855,17.295,16.855,94.39K,0.57%
02-11-2017,17.17,17.25,17.28,17.105,106.70K,-0.23%
01-11-2017,17.209,16.735,17.22,16.705,103.69K,2.89%
31-10-2017,16.726,16.865,16.91,16.705,122.16K,-0.91%
30-10-2017,16.88,16.9,16.925,16.745,70.53K,0.41%
26-10-2017,16.811,16.96,17.045,16.755,104.87K,-0.67%
25-10-2017,16.925,16.96,17.05,16.81,90.88K,-0.24%
24-10-2017,16.966,17.1,17.17,16.89,92.34K,-0.64%
23-10-2017,17.075,17.035,17.13,16.87,86.62K,-1.04%
19-10-2017,17.255,17.015,17.315,16.93,98.34K,1.52%
18-10-2017,16.997,17.045,17.12,16.92,107.47K,-0.26%
17-10-2017,17.041,17.26,17.28,16.985,69.76K,-1.89%
16-10-2017,17.369,17.425,17.495,17.135,89.38K,0.60%
12-10-2017,17.266,17.19,17.29,17.135,78.07K,0.78%
11-10-2017,17.133,17.15,17.265,17.085,59.84K,-0.43%
10-10-2017,17.207,16.99,17.28,16.96,65.77K,1.39%
09-10-2017,16.971,16.85,17.03,16.765,89.44K,2.00%
05-10-2017,16.638,16.62,16.77,16.59,104.60K,0.08%
04-10-2017,16.624,16.665,16.92,16.555,53.46K,-0.16%
03-10-2017,16.65,16.605,16.69,16.57,72.04K,-0.02%
02-10-2017,16.654,16.67,16.75,16.565,48.23K,-1.15%
28-09-2017,16.847,16.78,16.925,16.705,71.45K,0.32%
27-09-2017,16.793,16.84,16.875,16.73,68.13K,-0.33%
26-09-2017,16.849,17.205,17.205,16.775,84.70K,-1.54%
25-09-2017,17.113,16.965,17.175,16.85,88.63K,0.75%
21-09-2017,16.985,17.1,17.1,16.87,53.77K,-1.83%
20-09-2017,17.301,17.325,17.33,17.035,87.13K,0.31%
19-09-2017,17.247,17.15,17.335,17.15,81.01K,0.72%
18-09-2017,17.124,17.6,17.6,17.12,69.53K,-3.74%
14-09-2017,17.789,17.845,17.865,17.66,74.83K,-0.44%
13-09-2017,17.867,17.97,18.125,17.725,85.70K,-0.13%
12-09-2017,17.89,17.885,17.975,17.785,81.84K,-0.07%
11-09-2017,17.902,17.92,17.99,17.77,62.46K,-1.18%
07-09-2017,18.116,17.95,18.225,17.865,85.95K,1.15%
06-09-2017,17.91,17.98,18.07,17.885,89.91K,-0.17%
05-09-2017,17.941,17.88,18.09,17.835,72.63K,2.08%
31-08-2017,17.575,17.51,17.695,17.34,81.51K,0.41%
30-08-2017,17.503,17.44,17.555,17.37,88.59K,-0.07%
29-08-2017,17.516,17.61,17.755,17.345,84.98K,-0.07%
28-08-2017,17.529,17.1,17.565,17.1,115.11K,2.83%
24-08-2017,17.046,17.175,17.18,16.895,117.11K,-0.47%
23-08-2017,17.126,17.065,17.185,16.99,109.37K,0.39%
22-08-2017,17.06,17.09,17.185,16.945,80.19K,-0.21%
21-08-2017,17.096,17,17.205,16.92,88.51K,-0.26%
17-08-2017,17.14,17.125,17.13,17.125,113.50K,0.67%
16-08-2017,17.026,16.725,17.22,16.7,98.94K,1.34%
15-08-2017,16.801,17.1,17.1,16.645,99.91K,-2.37%
14-08-2017,17.208,17.225,17.305,17.01,98.50K,0.33%
10-08-2017,17.152,17.025,17.325,16.94,94.48K,1.20%
09-08-2017,16.948,16.52,17.03,16.52,105.22K,2.87%
08-08-2017,16.475,16.335,16.545,16.3,106.93K,0.83%
07-08-2017,16.339,16.345,16.365,16.19,79.11K,-2.31%
03-08-2017,16.725,16.675,16.77,16.52,97.42K,-0.62%
02-08-2017,16.83,16.79,17,16.555,57.97K,-0.19%
01-08-2017,16.862,16.91,16.935,16.69,77.87K,-0.13%
31-07-2017,16.884,16.84,16.965,16.77,61.89K,1.28%
27-07-2017,16.67,16.725,16.905,16.645,49.95K,0.69%
26-07-2017,16.556,16.57,16.775,16.39,69.33K,0.28%
25-07-2017,16.51,16.425,16.55,16.21,67.14K,0.60%
24-07-2017,16.411,16.48,16.49,16.38,76.17K,0.40%
20-07-2017,16.345,16.25,16.395,16.11,59.69K,0.29%
19-07-2017,16.297,16.265,16.345,16.125,84.81K,0.18%
18-07-2017,16.268,16.08,16.31,16.06,81.90K,1.05%
17-07-2017,16.099,15.99,16.17,15.935,91.04K,2.60%
13-07-2017,15.691,15.875,15.955,15.66,92.37K,-1.23%
12-07-2017,15.887,15.81,15.995,15.71,76.09K,0.90%
11-07-2017,15.745,15.64,15.83,15.425,96.48K,0.74%
10-07-2017,15.629,15.58,15.705,15.145,96.43K,-2.21%
06-07-2017,15.983,16.055,16.08,15.91,156.69K,0.55%
05-07-2017,15.896,16.135,16.19,15.85,68.31K,-1.22%
03-07-2017,16.092,16.635,16.645,16.075,138.59K,-3.37%
29-06-2017,16.654,16.835,16.915,16.615,71.27K,-0.63%
28-06-2017,16.759,16.68,16.85,16.68,97.14K,0.89%
27-06-2017,16.611,16.585,16.735,16.53,76.36K,0.12%
26-06-2017,16.591,16.725,16.725,16.28,89.74K,0.31%
22-06-2017,16.54,16.455,16.665,16.455,75.64K,0.84%
21-06-2017,16.403,16.49,16.495,16.33,92.15K,-0.26%
20-06-2017,16.446,16.54,16.62,16.39,84.04K,-0.52%
19-06-2017,16.532,16.68,16.685,16.5,80.76K,-1.28%
15-06-2017,16.747,17.025,17.025,16.67,68.24K,-2.46%
14-06-2017,17.17,16.935,17.33,16.92,101.17K,2.20%
13-06-2017,16.801,16.85,16.85,16.745,127.36K,-1.05%
12-06-2017,16.979,17.18,17.18,16.96,97.81K,-2.70%
08-06-2017,17.45,17.665,17.665,17.395,70.49K,-1.17%
07-06-2017,17.656,17.72,17.72,17.58,86.64K,-0.51%
06-06-2017,17.746,17.69,17.725,17.69,67.36K,0.73%
05-06-2017,17.617,17.58,17.6,17.58,75.07K,1.50%
01-06-2017,17.356,17.39,17.43,17.06,104.15K,-0.72%
31-05-2017,17.481,17.435,17.495,17.3,88.52K,-0.12%
30-05-2017,17.502,17.425,17.54,17.28,73.26K,1.37%
25-05-2017,17.266,17.29,17.325,17.2,67.81K,0.45%
24-05-2017,17.189,17.12,17.295,16.97,57.92K,-0.12%
23-05-2017,17.21,17.23,17.36,17.11,82.16K,-0.30%
22-05-2017,17.262,16.93,17.27,16.915,92.73K,3.11%
18-05-2017,16.742,16.965,17,16.51,75.95K,-1.39%
17-05-2017,16.978,16.93,17.1,16.825,115.49K,0.95%
16-05-2017,16.818,16.695,16.93,16.695,121.34K,0.88%
15-05-2017,16.672,16.53,16.88,16.525,71.85K,2.07%
11-05-2017,16.334,16.25,16.46,16.25,59.66K,0.35%
10-05-2017,16.277,16.26,16.37,16.22,66.28K,0.87%
09-05-2017,16.136,16.295,16.365,16.125,78.42K,-1.18%
08-05-2017,16.328,16.325,16.52,16.32,71.19K,-0.27%
04-05-2017,16.373,16.55,16.66,16.3,88.65K,-1.46%
03-05-2017,16.616,16.92,16.965,16.485,103.60K,-1.69%
02-05-2017,16.902,16.96,17.07,16.875,90.35K,-0.07%
01-05-2017,16.913,17.3,17.35,16.89,63.43K,-2.84%
27-04-2017,17.408,17.6,17.6,17.355,65.78K,-0.13%
26-04-2017,17.431,17.65,17.695,17.355,96.19K,-1.29%
25-04-2017,17.659,17.99,18.05,17.59,102.00K,-1.52%
24-04-2017,17.932,18.035,18.035,17.625,107.04K,-0.92%
20-04-2017,18.098,18.22,18.295,17.92,97.31K,-0.78%
19-04-2017,18.24,18.375,18.395,18.165,118.56K,-0.60%
18-04-2017,18.35,18.5,18.51,18.145,74.70K,-1.29%
17-04-2017,18.59,18.65,18.725,18.45,114.19K,1.58%
12-04-2017,18.3,18.35,18.585,18.245,83.59K,0.25%
11-04-2017,18.254,17.95,18.345,17.91,77.03K,1.89%
10-04-2017,17.915,17.93,18.025,17.735,80.61K,-1.81%
06-04-2017,18.246,18.295,18.355,18.165,118.60K,0.32%
05-04-2017,18.187,18.32,18.325,18.145,50.60K,-0.74%
04-04-2017,18.323,18.305,18.43,18.21,74.38K,0.61%
03-04-2017,18.212,18.265,18.29,18.09,49.05K,0.03%
30-03-2017,18.206,18.25,18.315,18.07,53.64K,-0.25%
29-03-2017,18.252,18.205,18.275,18.055,63.77K,0.00%
28-03-2017,18.252,18.12,18.26,18.025,58.01K,0.80%
27-03-2017,18.108,17.805,18.15,17.78,72.06K,2.93%
23-03-2017,17.593,17.555,17.71,17.525,42.18K,0.09%
22-03-2017,17.578,17.565,17.605,17.46,51.80K,-0.03%
21-03-2017,17.583,17.445,17.62,17.34,42.98K,0.83%
20-03-2017,17.438,17.425,17.475,17.365,56.00K,0.62%
16-03-2017,17.33,17.345,17.585,17.255,39.67K,2.41%
15-03-2017,16.923,16.89,17.37,16.825,77.18K,0.00%
14-03-2017,16.923,16.985,17.065,16.875,72.91K,-0.29%
13-03-2017,16.972,17.05,17.16,16.965,48.42K,-0.38%
09-03-2017,17.036,17.255,17.31,16.955,75.85K,-1.51%
08-03-2017,17.298,17.52,17.57,17.24,67.23K,-1.36%
